Unnamed: 0,EmpID,FirstName,LastName,StartDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
527,3954,Denisse,Hayes,2021-10-18,Database Administrator,Gerald Carey,denisse.hayes@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,General - Con,1946-11-11,MA,Flagger,Female,87816,Hispanic,Married,Fully Meets,3
530,3957,Makaila,Nixon,2022-01-03,Database Administrator,Rose Conner,makaila.nixon@bilearner.com,MSC,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,1991-01-02,TX,Administration,Female,36554,Other,Divorced,Fully Meets,3
531,3958,Mohammed,Orr,2020-09-22,Database Administrator,Jacqueline Huerta,mohammed.orr@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,IT/IS,Field Operations,1974-09-18,TX,Foreman,Female,53042,Hispanic,Married,PIP,3
533,3960,Andreas,Torres,2018-08-11,CIO,Guy Hansen,andreas.torres@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,1947-04-05,TX,Laborer,Male,95490,White,Married,Fully Meets,3
534,3961,Maddison,Perez,2023-03-31,BI Director,Angela Gibson,maddison.perez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,IT/IS,Aerial,1978-06-19,MA,Lineman,Male,74182,Black,Divorced,Fully Meets,3
535,3962,Charlize,Wagner,2021-03-10,Sr. DBA,Joseph Patton,charlize.wagner@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,IT/IS,Aerial,1990-11-18,MA,Lineman,Female,49449,Hispanic,Divorced,Fully Meets,3
536,3963,Micah,Pace,2019-08-30,Sr. Accountant,Debra Mckenzie,micah.pace@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,IT/IS,Field Operations,1998-05-19,MA,Foreman,Female,39060,Black,Widowed,Fully Meets,3
538,3965,Precious,Roth,2020-04-22,Software Engineering Manager,Shaun Bell,precious.roth@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,IT/IS,General - Con,1998-11-01,MA,Laborer,Female,12883,Other,Married,Fully Meets,3
541,3968,Emely,Rice,2021-02-20,Data Analyst,Susan Smith,emely.rice@bilearner.com,NEL,Active,Contract,Zone B,Temporary,IT/IS,Engineers,1967-07-14,MA,Engineer,Female,94663,Other,Married,Fully Meets,3
542,3969,Lewis,Nixon,2021-01-17,Database Administrator,Derrick Johnson,lewis.nixon@bilearner.com,PL,Active,Contract,Zone A,Full-Time,IT/IS,Aerial,1966-06-18,MA,Lineman,Female,61086,Asian,Divorced,Exceeds,3
544,3971,Ciara,Acevedo,2021-01-29,Database Administrator,Joel Hodge II,ciara.acevedo@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,IT/IS,General - Con,1958-10-31,TX,Technician,Female,49694,Other,Widowed,Fully Meets,3
545,3972,Eleanor,Patton,2022-07-26,Database Administrator,Raymond Wilson,eleanor.patton@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Con,1955-06-07,TX,Foreman,Female,21727,Black,Divorced,Fully Meets,3
549,3976,Kinsley,Braun,2021-10-22,Sr. DBA,Curtis Mathis,kinsley.braun@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,1991-11-17,MA,Laborer,Female,24094,White,Divorced,Fully Meets,3
550,3977,Gordon,Wu,2018-08-27,Sr. Accountant,Bryan Sanchez,gordon.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,IT/IS,Wireline Construction,1943-08-19,MA,Apprentice,Female,41670,Black,Divorced,Fully Meets,3
551,3978,Maryjane,Cross,2020-07-12,Sr. Accountant,Mark Hines DDS,maryjane.cross@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Con,1980-04-26,MA,Laborer,Male,56453,Asian,Widowed,Fully Meets,3
553,3980,Carmen,Atkins,2020-05-11,Data Analyst,John Hart,carmen.atkins@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,IT/IS,Project Management - Con,1975-12-02,MA,Project Manager,Female,39598,White,Married,Exceeds,3
555,3982,Yair,Jennings,2022-08-09,Database Administrator,Beverly Parker,yair.jennings@bilearner.com,CCDR,Active,Part-Time,Zone B,Part-Time,IT/IS,Aerial,1957-06-12,MA,Laborer,Female,24218,Other,Married,Needs Improvement,3
556,3983,Kaylie,Velazquez,2022-06-12,Database Administrator,Daniel Hart,kaylie.velazquez@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,1964-04-12,MA,Technician,Female,62116,Hispanic,Married,Exceeds,3
559,3986,Dennis,Key,2020-03-10,Database Administrator,Lynn Jackson,dennis.key@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,IT/IS,Catv,1972-11-27,TX,Supervisor,Female,46762,Hispanic,Married,Fully Meets,3
562,3989,Asa,Pham,2022-07-11,Sr. DBA,Mr. Jason Brock,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,IT/IS,General - Con,1952-06-18,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3
564,3991,Talan,Rodgers,2023-04-10,Sr. Accountant,Ashley Cervantes,talan.rodgers@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,IT/IS,Project Management - Con,1974-03-09,MA,Coordinator,Male,89576,Black,Single,Fully Meets,3
566,3993,Sienna,Preston,2022-06-22,Data Analyst,Gregory Ramirez,sienna.preston@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,IT/IS,Field Operations,1996-05-24,MA,Foreman,Female,42676,Asian,Married,Fully Meets,3
567,3994,Taylor,Dennis,2022-09-22,Data Analyst,Latoya Lam,taylor.dennis@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,IT/IS,Field Operations,1987-02-08,MA,Top Hand,Female,53464,Asian,Single,Fully Meets,3
569,3996,Leonel,Combs,2021-09-01,Database Administrator,Summer Carter,leonel.combs@bilearner.com,MSC,Active,Part-Time,Zone C,Full-Time,IT/IS,Catv,1999-11-29,MA,Laborer,Female,82286,White,Widowed,Fully Meets,3
570,3997,Carmen,Frost,2019-07-16,Database Administrator,Jordan George,carmen.frost@bilearner.com,EW,Active,Contract,Zone A,Temporary,IT/IS,Engineers,1946-12-02,TX,Project Manager,Male,72560,Black,Single,Needs Improvement,3
574,1001,Susan,Exantus,2019-08-29,Software Engineer,Angela Carlson,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Software Engineering,Engineers,1957-09-21,MA,Engineer,Female,1749,Black,Married,Fully Meets,3
578,1005,Luke,Patronick,2022-09-16,Software Engineer,Mr. Jesus Richards,luke.patronick@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Software Engineering,Field Operations,1970-07-28,MA,Project Manager,Male,1844,Black,Divorced,Fully Meets,3
586,1013,Jasmin,Shah,2020-05-13,Software Engineer,Christy Craig,jasmin.shah@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Software Engineering,Engineers,1974-11-19,MA,Engineer,Male,36398,Asian,Single,Fully Meets,3
588,1015,Ansley,Jackson,2018-12-03,Shared Services Manager,James Barajas,ansley.jackson@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Software Engineering,People Services,1961-12-04,MA,Vp,Female,22621,White,Married,Fully Meets,3
595,1022,Frederick,Howe,2022-09-19,Software Engineer,Nicole Haynes,frederick.howe@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Software Engineering,Field Operations,1962-06-11,MA,Engineer,Male,12765,Black,Divorced,Fully Meets,3
602,1029,Brittany,Hurley,2020-04-28,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Software Engineering,Field Operations,1979-06-01,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
603,1030,Niko,Hamilton,2019-10-29,Software Engineer,Sarah King,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Software Engineering,Field Operations,1955-07-06,MA,Foreman,Male,75783,Black,Single,Fully Meets,3
604,1031,Ruben,Martinez,2021-04-28,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Software Engineering,General - Con,1972-10-29,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3
606,1033,Blaine,Brooks,2023-03-28,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Software Engineering,Field Operations,1997-03-28,MA,Operator,Male,71808,Other,Single,Fully Meets,3
666,1093,Kara,Harrison,2022-12-16,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Production       ,Engineers,1979-04-26,MA,Engineer,Female,1886,Asian,Widowed,Fully Meets,3
607,1034,Dennis,Livingston,2019-05-06,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Software Engineering,Project Management - Con,1977-12-08,MA,Manager,Female,1043,Black,Single,Fully Meets,3
608,1035,Case,Russell,2020-10-13,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Admin Offices,Underground,1979-02-16,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
611,1038,Courtney,Cowan,2023-01-18,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Software Engineering,Field Operations,1971-05-04,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
615,1042,Milo,Hood,2022-07-16,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Software Engineering,Field Operations,1942-08-18,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3
617,1044,Shyanne,Stark,2020-09-15,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Software Engineering,Field Operations,1956-09-16,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
620,1047,Sincere,Jimenez,2021-11-27,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Software Engineering,Field Operations,1947-11-24,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3
621,1048,Stephen,Daugherty,2019-11-29,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Software Engineering,General - Con,1956-07-19,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3
623,1050,Steven,Schneider,2020-11-23,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Software Engineering,Finance & Accounting,1993-07-04,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3
627,1054,Phillip,Salazar,2023-02-12,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Software Engineering,Engineers,1993-05-10,MA,Project Manager,Male,56271,White,Single,Fully Meets,3
628,1055,Chaz,Webb,2018-09-08,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Software Engineering,Field Operations,1995-11-24,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3
629,1056,Desmond,Anderson,2021-11-18,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Software Engineering,Wireline Construction,1943-09-01,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3
630,1057,Sophie,Decker,2023-07-01,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Software Engineering,Wireline Construction,1998-10-27,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3
631,1058,Lena,Bryan,2022-04-18,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Software Engineering,Billable Consultants,1942-03-13,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3
632,1059,Kelsie,Mccormick,2023-04-29,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Software Engineering,Engineers,1974-05-23,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3
634,1061,Isai,Alvarado,2022-11-20,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Software Engineering,General - Sga,1993-05-21,MA,Specialist,Female,45515,Other,Single,Fully Meets,3
636,1063,Jazlene,Maynard,2021-06-22,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Software Engineering,Aerial,1945-04-19,MA,Foreman,Female,15748,Black,Single,Fully Meets,3
638,1065,Nathaly,Cooper,2018-08-28,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Software Engineering,Engineers,1995-06-26,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3
640,1067,Gavin,Frye,2020-11-14,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Software Engineering,Field Operations,1948-12-07,MA,Technician,Female,25160,White,Married,Fully Meets,3
641,1068,Amber,Ross,2021-10-01,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Software Engineering,Wireline Construction,1998-12-24,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3
645,1072,Fernando,Mcconnell,2018-12-27,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Software Engineering,Field Operations,1977-01-20,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3
646,1073,Sean,Bean,2019-05-11,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Software Engineering,Field Operations,1998-09-24,MA,Foreman,Male,67825,White,Single,Fully Meets,3
650,1077,Derek,Moreno,2019-02-02,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Software Engineering,Wireless,1992-05-10,MA,Foreman,Female,97585,Black,Single,Fully Meets,3
653,1080,Abdullah,Frederick,2020-11-14,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Software Engineering,Fielders,1988-08-04,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3
656,1083,Iliana,Randall,2023-07-30,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Software Engineering,Aerial,1963-01-09,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3
657,1084,Luke,Henderson,2023-06-27,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Software Engineering,Executive,1989-08-12,MA,Administrator,Male,76615,White,Single,Fully Meets,3
658,1085,Madelyn,Lambert,2022-03-27,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Software Engineering,General - Con,1952-03-10,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3
663,1090,Taylor,Gamble,2023-01-02,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Software Engineering,Field Operations,1965-08-28,MA,Technician,Female,93542,Black,Divorced,Fully Meets,3
665,1092,Sophia,Theamstern,2022-07-12,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Field Operations,1970-01-27,MA,Clerk,Female,2066,Hispanic,Divorced,Fully Meets,3
667,1094,Ming,Huynh,2023-05-08,Production Technician II,Jose Bray,ming.huynh@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Production       ,Field Operations,1994-03-18,MA,Foreman,Female,1742,Other,Single,Fully Meets,3
668,1095,Karen,Mancuso,2023-04-07,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,1941-11-28,MA,Engineer,Female,2176,Hispanic,Divorced,Fully Meets,3
673,1100,Horia,Ndzi,2020-04-07,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Production       ,Field Operations,1964-05-10,MA,Laborer,Male,2421,White,Divorced,Fully Meets,3
674,1101,Evelyn,Girifalco,2021-03-10,Production Technician I,John Alvarez,evelyn.girifalco@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,1944-03-19,MA,Engineer,Female,2451,White,Widowed,Fully Meets,3
675,1102,Ermine,Pelletier,2019-08-04,Production Technician II,Margaret Lee,ermine.pelletier@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Production       ,General - Con,1953-09-19,MA,Groundman,Female,2472,Black,Single,Fully Meets,3
677,1104,Sean,Bernstein,2019-06-16,Production Technician I,Matthew West,sean.bernstein@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Production       ,General - Eng,1995-09-14,MA,Supervisor,Male,2072,Asian,Divorced,Fully Meets,3
679,1106,Michael J,Fitzpatrick,2021-08-18,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Aerial,1995-01-01,MA,Lineman,Male,2143,Other,Single,Fully Meets,3
680,1107,Cybil,Trzeciak,2020-03-16,Production Technician II,Amanda Marshall,cybil.trzeciak@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Production       ,Wireline Construction,1992-02-09,MA,Laborer,Female,1778,Other,Single,Fully Meets,3
681,1108,Barry,Wilber,2019-01-24,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,1969-04-18,MA,Flagger,Male,2324,White,Married,Fully Meets,3
683,1110,Joelle,Burke,2022-07-02,Production Technician II,Joshua Vasquez,joelle.burke@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,1987-05-05,MA,Foreman,Female,2148,Asian,Single,Fully Meets,3
685,1112,Celeste,Johnson,2022-07-10,Production Technician I,Kristi Andrews,celeste.johnson@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Production       ,Engineers,1975-07-15,MA,Project Manager,Female,84262,White,Single,Fully Meets,3
686,1113,Nathalia,Hendrix,2022-04-24,Production Technician I,Kenneth Carter,nathalia.hendrix@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,1976-09-03,MA,Lineman,Female,31490,Asian,Divorced,Fully Meets,3
687,1114,Justus,Bowen,2020-03-31,Production Technician I,John Smith,justus.bowen@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Production       ,General - Con,1960-12-31,MA,Laborer,Female,59522,Hispanic,Widowed,Fully Meets,3
688,1115,Marcus,Bender,2019-03-23,Production Technician I,Bradley Butler,marcus.bender@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,1997-02-19,MA,Technician,Male,63452,Black,Widowed,Fully Meets,3
693,1120,Darian,Potts,2020-08-17,Production Technician I,Ms. Diane Bradshaw DVM,darian.potts@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Production       ,People Services,1968-09-20,MA,Administration,Female,24637,Black,Divorced,Fully Meets,3
694,1121,Isabela,Collins,2021-03-16,Production Manager,Alyssa Gill,isabela.collins@bilearner.com,EW,Active,Part-Time,Zone C,Full-Time,Production       ,Aerial,1981-05-29,MA,Lineman,Female,87582,Hispanic,Widowed,Fully Meets,3
696,1123,Giuliana,Farmer,2022-05-03,Production Manager,Barbara Gardner,giuliana.farmer@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,Field Operations,1965-11-06,MA,Lineman,Female,38475,Other,Married,Fully Meets,3
698,1125,Lamont,Bridges,2021-10-21,Production Technician II,Angela Peterson,lamont.bridges@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Production       ,Aerial,1991-05-05,MA,Lineman,Male,10511,Hispanic,Married,Fully Meets,3
700,1127,Axel,Hart,2019-02-26,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,2001-03-28,MA,Technician,Male,33576,White,Married,Fully Meets,3
701,1128,Emma,Escobar,2023-04-21,Production Technician II,Kevin Calderon,emma.escobar@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,General - Con,1957-06-20,MA,Technician,Female,12707,Hispanic,Married,Fully Meets,3
703,1130,Erik,Padilla,2020-12-23,Production Technician I,Stacey Fowler,erik.padilla@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Production       ,Technology / It,1997-02-17,MA,Intern,Female,37659,Hispanic,Divorced,Fully Meets,3
704,1131,Gilbert,Duffy,2019-03-29,Production Technician I,Stephen Hebert,gilbert.duffy@bilearner.com,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,1995-03-22,MA,Operator,Female,48502,Black,Single,Fully Meets,3
708,1135,Evan,Chen,2021-10-27,Production Technician I,Anita Dudley,evan.chen@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,1964-08-30,MA,Principal,Male,7440,Other,Widowed,Fully Meets,3
709,1136,Serenity,Thornton,2023-04-01,Production Technician I,Marilyn Cook,serenity.thornton@bilearner.com,SVG,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1946-03-27,MA,Driver,Male,84202,Other,Divorced,Fully Meets,3
710,1137,Talan,Rivas,2019-05-29,Production Technician I,Brian Hamilton,talan.rivas@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Production       ,Field Operations,1954-02-28,MA,Laborer,Male,3187,Black,Single,Fully Meets,3
713,1140,Kirsten,Vance,2021-09-29,Production Technician I,Anthony Steele,kirsten.vance@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Production       ,Engineers,1988-08-11,MA,Engineer,Female,53486,Black,Single,Fully Meets,3
714,1141,Cade,Cox,2021-08-05,Production Technician I,Terry Henson,cade.cox@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1941-08-14,MA,Locator,Female,73898,Black,Divorced,Fully Meets,3
715,1142,Ibrahim,Wolfe,2023-08-02,Production Manager,Katie Lucas,ibrahim.wolfe@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Production       ,Project Management - Con,1992-11-10,MA,Coordinator,Female,89723,Asian,Married,Fully Meets,3
717,1144,Colby,Wolfe,2019-10-13,Production Manager,Heidi Wang,colby.wolfe@bilearner.com,BPC,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,1963-04-16,MA,Project Manager,Female,12711,Asian,Single,Fully Meets,3
718,1145,Autumn,Barrera,2020-09-24,Production Technician II,David Moore,autumn.barrera@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Production       ,Shop (Fleet),1948-03-04,MA,Shop,Male,66792,Hispanic,Married,Fully Meets,3
719,1146,Emmalee,Cervantes,2023-08-06,Production Technician II,Richard Harvey,emmalee.cervantes@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Production       ,Field Operations,1963-11-10,MA,Groundman,Male,81317,Hispanic,Divorced,Fully Meets,3
721,1148,Jaxon,Anderson,2019-02-14,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,1943-06-22,MA,Project Manager,Female,22415,Black,Married,Fully Meets,3
722,1149,Precious,Caldwell,2022-03-17,Production Technician II,Brittany Brown,precious.caldwell@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Production       ,Field Operations,1941-09-17,MA,Locator,Female,5855,Asian,Married,Fully Meets,3
723,1150,Yahir,Serrano,2020-08-05,Production Technician I,Riley Schultz,yahir.serrano@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,Production       ,Aerial,1981-04-03,MA,Lineman,Female,64124,White,Single,Fully Meets,3
724,1151,Krystal,Peterson,2022-08-23,Production Technician I,Bradley Mitchell,krystal.peterson@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,1978-06-29,MA,Laborer,Male,2497,Asian,Widowed,Fully Meets,3
725,1152,Jadyn,Haley,2023-01-12,Production Technician I,Misty Mcknight,jadyn.haley@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Production       ,Engineers,1963-10-02,MA,Engineer,Female,36242,Other,Divorced,Fully Meets,3
730,1157,Trent,Christian,2019-02-10,Production Technician I,Kristen Chan,trent.christian@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Wireline Construction,1996-03-18,MA,Manager,Male,39746,Hispanic,Married,Fully Meets,3
732,1159,Nehemiah,Rivas,2023-04-23,Production Technician I,Jennifer Cox,nehemiah.rivas@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Production       ,Splicing,1979-06-03,MA,Splicer,Male,62733,Other,Divorced,Fully Meets,3
734,1161,Abram,Fisher,2020-06-14,Production Technician I,Brian Henderson,abram.fisher@bilearner.com,PYZ,Active,Contract,Zone B,Part-Time,Production       ,Yard (Material Handling),1954-08-30,MA,Runner,Female,78453,Other,Widowed,Fully Meets,3
736,1163,Jordon,Meadows,2022-12-18,Production Manager,Julie Griffin,jordon.meadows@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,1996-02-07,MA,Manager,Female,93166,White,Divorced,Fully Meets,3
737,1164,Justice,Pineda,2019-03-21,Production Manager,Curtis Fitzpatrick,justice.pineda@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Production       ,General - Sga,1950-10-25,MA,Project Coordinator,Female,12732,Other,Married,Fully Meets,3
738,1165,Isiah,Decker,2021-02-08,Production Manager,Elizabeth Garcia,isiah.decker@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,1998-09-09,MA,Laborer,Female,48895,Other,Widowed,Fully Meets,3
739,1166,Giada,Boone,2022-06-06,Production Technician II,Michelle Castillo,giada.boone@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,1965-01-13,MA,Foreman,Male,73043,Other,Married,Fully Meets,3
740,1167,Camryn,Guerra,2021-11-01,Production Technician II,Caroline Grant,camryn.guerra@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Production       ,Field Operations,1955-09-01,MA,Laborer,Female,69064,Other,Single,Fully Meets,3
741,1168,Melody,Rollins,2023-01-19,Production Technician II,Mark Ellis,melody.rollins@bilearner.com,PL,Active,Contract,Zone A,Full-Time,Production       ,Field Operations,1951-01-10,MA,Assistant,Female,85041,White,Married,Fully Meets,3
742,1169,Lucia,Cummings,2020-07-30,Production Technician II,Mrs. Danielle Dickerson DDS,lucia.cummings@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Production       ,Field Operations,1960-09-15,MA,Operator,Female,66037,Asian,Single,Fully Meets,3
743,1170,Jaylen,Serrano,2023-07-16,Production Technician II,Stacy Ellis,jaylen.serrano@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Production       ,Underground,1951-07-18,MA,Laborer,Female,53112,Black,Single,Fully Meets,3
744,1171,Jayson,Bright,2022-06-16,Production Technician I,Hannah Bailey,jayson.bright@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Production       ,Field Operations,1953-07-24,MA,Laborer,Female,93320,Hispanic,Single,Fully Meets,3
